,state ,date_installed,incentive_prog_names,size_kw,zipcode,install_type,installer,cost_per_watt,cost,city,utility_clean,tech_1,model1_clean,county,annual_PV_prod,annual_insolation,rebate,sales_tax_cost,tracking_type,reported_annual_energy_prod
714,TX,3/29/2013,CPS Energy,27.0,78259,educational,Advanced Solar & Electric,2.543333333,68670.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,40207.3374,5.396438599,58492.8,2584.4914,,34052.0
715,TX,3/29/2013,CPS Energy,27.0,78259,educational,Advanced Solar & Electric,2.543333333,68670.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,40207.3374,5.396438599,58492.8,2584.4914,,34052.0
716,TX,9/17/2013,CPS Energy,27.14,78259,educational,Advanced Solar & Electric,2.5302137069999997,68670.0,San Antonio,CPS Energy,Poly,ET-P672295,,40415.81989,5.396438599,59978.94,2584.4914,,37103.0
717,TX,9/17/2013,CPS Energy,27.14,78259,educational,Advanced Solar & Electric,2.5302137069999997,68670.0,San Antonio,CPS Energy,Poly,ET-P672295,,40415.81989,5.396438599,59978.94,2584.4914,,34229.0
718,TX,9/17/2013,CPS Energy,27.14,78259,educational,Advanced Solar & Electric,2.5302137069999997,68670.0,San Antonio,CPS Energy,Poly,ET-P672295,,40415.81989,5.396438599,59978.94,2584.4914,,36017.0
719,TX,3/13/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.959278351,7681.0,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2888.97165,5.396438599,2306.67,289.4135493,,2266.0
720,TX,10/27/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,2317.59,291.64952569999997,,2972.0
721,TX,11/1/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917173611,9960.73,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,1706.47,374.8859913,,1971.0
722,TX,4/14/2015,CPS Energy,2.0,78260,residential,Imagine Homes,2.6757150000000003,5351.43,San Antonio,CPS Energy,,,,2978.321289,5.396438599,2310.34,199.3475775,,2736.0
723,TX,7/21/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2310.34,291.64952569999997,,2705.0
724,TX,9/1/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2310.34,291.64952569999997,,2740.0
725,TX,9/1/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2310.34,291.64952569999997,,3005.0
726,TX,7/24/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2310.34,291.64952569999997,,2709.0
727,TX,4/14/2015,CPS Energy,2.0,78260,residential,Imagine Homes,2.6757150000000003,5351.43,San Antonio,CPS Energy,,,,2978.321289,5.396438599,2310.34,199.3475775,,2746.0
728,TX,9/15/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2310.34,291.64952569999997,,2995.0
729,TX,3/4/2015,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.6757150000000003,5351.43,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,1877.15,199.3475775,,2363.0
730,TX,6/17/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2310.34,291.64952569999997,,2736.0
731,TX,5/21/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2310.34,291.64952569999997,,2705.0
732,TX,7/18/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.959278351,7681.0,San Antonio,CPS Energy,CIGS,DPS-13-1000,,2888.97165,5.396438599,2282.22,289.4135493,,2325.0
733,TX,9/3/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.959278351,7681.0,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2888.97165,5.396438599,2275.5,289.4135493,,2431.0
734,TX,11/1/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.246027777999999,8994.28,San Antonio,CPS Energy,,,,2144.391328,5.396438599,1694.25,338.5122952,,1915.0
735,TX,8/20/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2311.55,291.64952569999997,,2833.0
736,TX,12/2/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.246027777999999,8994.28,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,1701.58,338.5122952,,1966.0
737,TX,10/17/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917180556,9960.74,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,1701.58,374.8863677,,1971.0
738,TX,8/20/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2312.15,291.64952569999997,,2886.0
739,TX,9/15/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,2315.17,291.64952569999997,,2616.0
740,TX,2/20/2015,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.674415,5348.83,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,1879.11,199.25072419999998,,2689.0
741,TX,2/25/2015,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.674415,5348.83,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,1879.11,199.25072419999998,,2736.0
742,TX,4/23/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.9592731960000003,7680.99,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2888.97165,5.396438599,2294.44,289.41317250000003,,2538.0
743,TX,12/2/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.246027777999999,8994.28,San Antonio,CPS Energy,CIGS,DPS-13-1000,,2144.391328,5.396438599,1701.58,338.5122952,,1966.0
744,TX,10/17/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917180556,9960.74,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,1701.58,374.8863677,,1971.0
745,TX,5/30/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.9592731960000003,7680.99,San Antonio,CPS Energy,CIGS,DPS-13-1000,,2888.97165,5.396438599,2292.0,289.41317250000003,,2341.0
746,TX,5/23/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.9592731960000003,7680.99,San Antonio,CPS Energy,CIGS,DPS-13-1000,,2888.97165,5.396438599,2292.0,289.41317250000003,,2497.0
747,TX,6/24/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,2313.96,291.64952569999997,,2748.0
748,TX,11/1/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.246027777999999,8994.28,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,1694.25,338.5122952,,1915.0
749,TX,5/30/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.9592731960000003,7680.99,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2888.97165,5.396438599,2292.0,289.41317250000003,,2341.0
750,TX,5/23/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.9592731960000003,7680.99,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2888.97165,5.396438599,2292.0,289.41317250000003,,2497.0
751,TX,6/24/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2313.96,291.64952569999997,,2748.0
752,TX,4/23/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.9592731960000003,7680.99,San Antonio,CPS Energy,CIGS,DPS-13-1000,,2888.97165,5.396438599,2294.44,289.41317250000003,,2538.0
753,TX,9/1/2011,CPS Energy,1.0,78260,residential,Hill Electric,9.18,9180.0,San Antonio,CPS Energy,,,,1489.160645,5.396438599,2209.73,345.5021269,,1300.0
754,TX,2/20/2015,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.674415,5348.83,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,1879.11,199.25072419999998,,2689.0
755,TX,2/25/2015,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.674415,5348.83,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,1879.11,199.25072419999998,,2736.0
756,TX,3/11/2013,CPS Energy,1.02,78260,residential,IES Residential,4.451901961,4540.94,San Antonio,CPS Energy,Mono,STP255S-20/Wdb,,1518.943857,5.396438599,1787.14,170.9046218,,1329.0
757,TX,11/1/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917173611,9960.73,San Antonio,CPS Energy,,,,2144.391328,5.396438599,1706.47,374.8859913,,1971.0
758,TX,9/15/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2315.17,291.64952569999997,,2616.0
759,TX,8/20/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,2312.15,291.64952569999997,,2886.0
760,TX,7/18/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917173611,9960.73,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,374.8859913,,1971.0
761,TX,2/27/2013,CPS Energy,1.44,78260,residential,Imagine Homes,7.291666667,10500.0,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,395.1821713,,1949.0
762,TX,9/4/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917173611,9960.73,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,374.8859913,,1915.0
763,TX,10/17/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.39,9201.6,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,346.3150731,,1813.0
764,TX,7/18/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.9091875,9949.23,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,374.4531727,,1839.0
765,TX,1/24/2013,CPS Energy,1.44,78260,residential,Imagine Homes,7.291666667,10500.0,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,395.1821713,,1895.0
766,TX,6/19/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917173611,9960.73,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,374.8859913,,1950.0
767,TX,6/19/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917173611,9960.73,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,374.8859913,,1979.0
768,TX,6/19/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917173611,9960.73,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,374.8859913,,1945.0
769,TX,2/6/2013,CPS Energy,1.44,78260,residential,Imagine Homes,7.291666667,10500.0,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,395.1821713,,1714.0
770,TX,6/19/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917173611,9960.73,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,374.8859913,,1961.0
771,TX,7/18/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917173611,9960.73,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,374.8859913,,1961.0
772,TX,7/2/2013,CPS Energy,1.44,78260,residential,Imagine Homes,6.917173611,9960.73,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2144.391328,5.396438599,2108.64,374.8859913,,1907.0
773,TX,8/20/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,2311.55,291.64952569999997,,2833.0
774,TX,9/3/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.959278351,7681.0,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2888.97165,5.396438599,2275.5,289.4135493,,2431.0
775,TX,7/18/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.959278351,7681.0,San Antonio,CPS Energy,CIGS,DPS-12-1000,,2888.97165,5.396438599,2282.22,289.4135493,,2325.0
776,TX,4/14/2015,CPS Energy,2.0,78260,residential,Imagine Homes,2.6757150000000003,5351.43,San Antonio,CPS Energy,,,,2978.321289,5.396438599,2310.34,199.3475775,,2736.0
777,TX,7/21/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,2310.34,291.64952569999997,,2705.0
778,TX,9/1/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,2310.34,291.64952569999997,,2740.0
779,TX,9/1/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,2310.34,291.64952569999997,,3005.0
780,TX,7/24/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,2310.34,291.64952569999997,,2709.0
781,TX,4/14/2015,CPS Energy,2.0,78260,residential,Imagine Homes,2.6757150000000003,5351.43,San Antonio,CPS Energy,,,,2978.321289,5.396438599,2310.34,199.3475775,,2746.0
782,TX,9/15/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2310.34,291.64952569999997,,2995.0
783,TX,3/4/2015,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.6757150000000003,5351.43,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,1877.15,199.3475775,,2363.0
784,TX,6/17/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,2310.34,291.64952569999997,,2736.0
785,TX,5/21/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,DPS-11-1000,,2978.321289,5.396438599,2310.34,291.64952569999997,,2705.0
786,TX,10/27/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,CIGS,multiple matches,,2978.321289,5.396438599,2317.59,291.64952569999997,,2972.0
787,TX,3/13/2014,CPS Energy,1.94,78260,residential,Imagine Homes,3.959278351,7681.0,San Antonio,CPS Energy,CIGS,DPS-13-1000,,2888.97165,5.396438599,2306.67,289.4135493,,2266.0
788,TX,4/14/2015,CPS Energy,2.0,78260,residential,Imagine Homes,3.914625,7829.25,San Antonio,CPS Energy,,,,2978.321289,5.396438599,2346.62,291.64952569999997,,2469.0
789,TX,12/18/2014,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.65625,5312.5,San Antonio,CPS Energy,CIGS,DPS-12.5-1000,,2978.321289,5.396438599,1906.63,200.1704831,,2323.0
790,TX,1/5/2015,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.65625,5312.5,San Antonio,CPS Energy,CIGS,DPS-12.5-1000,,2978.321289,5.396438599,1906.63,197.89738549999998,,2725.0
791,TX,12/22/2014,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.65625,5312.5,San Antonio,CPS Energy,CIGS,DPS-12.5-1000,,2978.321289,5.396438599,1906.63,200.1704831,,2513.0
792,TX,12/18/2014,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.65625,5312.5,San Antonio,CPS Energy,CIGS,DPS-12.5-1000,,2978.321289,5.396438599,1906.63,200.1704831,,2513.0
793,TX,12/22/2014,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.65625,5312.5,San Antonio,CPS Energy,CIGS,DPS-12.5-1000,,2978.321289,5.396438599,1906.63,200.1704831,,2705.0
794,TX,12/23/2014,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.65625,5312.5,San Antonio,CPS Energy,CIGS,DPS-12.5-1000,,2978.321289,5.396438599,1906.63,200.1704831,,2387.0
795,TX,1/26/2015,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.65625,5312.5,San Antonio,CPS Energy,CIGS,DPS-12.5-1000,,2978.321289,5.396438599,1906.63,197.89738549999998,,2633.0
796,TX,12/18/2014,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.65625,5312.5,San Antonio,CPS Energy,CIGS,DPS-12.5-1000,,2978.321289,5.396438599,1946.98,200.1704831,,2548.0
797,TX,1/26/2015,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.62962,5259.24,San Antonio,CPS Energy,CIGS,DPS-12.5-1000,,2978.321289,5.396438599,1946.98,195.91338269999997,,2705.0
798,TX,12/22/2014,CPS Energy,2.0,78260,residential,Dow Powerhouse,2.62962,5259.24,San Antonio,CPS Energy,CIGS,DPS-12.5-1000,,2978.321289,5.396438599,1946.98,198.1636916,,2513.0
799,TX,3/19/2013,CPS Energy,2.77,78260,residential,Imagine Homes,6.957458484,19272.16,San Antonio,CPS Energy,CIGS,DPS-12-1000,,4124.974985,5.396438599,3995.38,725.3346699,,3387.0
800,TX,4/10/2014,CPS Energy,2.55,78260,residential,IES Residential,3.605054902,9192.89,San Antonio,CPS Energy,Mono,STP255S-20/Wdb,,3797.3596439999997,5.396438599,3592.89,346.38027900000003,,3455.0
801,TX,5/4/2010,CPS Energy,7.9,78260,residential,Standard Renewable Energy Lp,4.9394556960000005,39021.7,San Antonio,CPS Energy,Mono,multiple matches,,11764.36909,5.396438599,19510.85,1428.505303,,10100.0
802,TX,12/15/2015,CPS Energy,3.05,78260,residential,Advanced Solar & Electric,3.839836066,11711.5,San Antonio,CPS Energy,Poly,ET-P672305WW,,4541.939966,5.396438599,4257.24,436.26827860000003,,4454.0
803,TX,10/1/2010,CPS Energy,3.24,78260,residential,Novastar Energy,5.21908642,16909.84,San Antonio,CPS Energy,Mono,MPE 180 MS 05,,4824.880488000001,5.396438599,8341.38,619.0349503,,4472.0
804,TX,6/14/2012,CPS Energy,3.19,78260,residential,Advanced Solar & Electric,2.8037115989999997,8943.84,San Antonio,CPS Energy,,,,4750.422456,5.396438599,7143.84,336.6139153,,4252.0
805,TX,9/3/2014,CPS Energy,3.43,78260,residential,Advanced Solar & Electric,2.637271137,9045.84,San Antonio,CPS Energy,Poly,ET-P660245WB,,5107.821011,5.396438599,4522.92,340.83956,,4310.0
806,TX,9/3/2014,CPS Energy,3.43,78260,residential,Advanced Solar & Electric,2.637271137,9045.84,San Antonio,CPS Energy,Poly,ET-P660245WB,,5107.821011,5.396438599,4522.92,340.83956,,4529.0
807,TX,12/2/2011,CPS Energy,9.2,78260,residential,Advanced Solar & Electric,5.55,51060.0,San Antonio,CPS Energy,Poly,JKM230P-60,,13700.277930000002,5.396438599,19677.32,1921.7144440000002,,15908.0
808,TX,10/1/2013,CPS Energy,4.0,78260,residential,Hill Electric,4.23,16920.0,San Antonio,CPS Energy,,,,5956.642578,5.396438599,5465.7,636.8078417,,5171.0
809,TX,12/2/2009,CPS Energy,4.2,78260,residential,Standard Renewable Energy Lp,5.392585714,22648.86,San Antonio,CPS Energy,,,,6254.474707,5.396438599,10670.4,829.1288341,,5690.0
810,TX,10/14/2015,CPS Energy,4.2,78260,residential,Advanced Solar & Electric,3.6057142860000004,15144.0,San Antonio,CPS Energy,Poly,ET-P672300WW,,6254.474707,5.396438599,5769.52,564.1332716000001,,6187.0
811,TX,11/20/2013,CPS Energy,4.24,78260,residential,Builtsmart Solar,4.788207547,20302.0,San Antonio,CPS Energy,,,,6314.041133,5.396438599,7256.06,764.0941372000001,,5827.0
812,TX,12/9/2014,CPS Energy,12.6,78260,residential,Native ,3.109988095,39185.85,San Antonio,CPS Energy,Mono,LG280N1C-G3,,18763.42412,5.396438599,18114.43,1476.489511,,15346.0
813,TX,12/5/2011,CPS Energy,4.62,78260,residential,Ross Electric,4.502164502,20800.0,San Antonio,CPS Energy,Poly,multiple matches,,6879.922178,5.396438599,9823.0,782.8370631,,6136.0
814,TX,5/4/2010,CPS Energy,7.9,78260,residential,Standard Renewable Energy Lp,4.9394556960000005,39021.7,San Antonio,CPS Energy,Mono,multiple matches,,11764.36909,5.396438599,19510.85,1428.505303,,10100.0
815,TX,11/12/2013,CPS Energy,4.8,78260,residential,Advanced Solar & Electric,3.59,17232.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,7147.9710939999995,5.396438599,8318.98,648.5503976,,5881.0
816,TX,11/1/2013,CPS Energy,4.8,78260,residential,Advanced Solar & Electric,3.59,17232.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,7147.9710939999995,5.396438599,8318.98,648.5503976,,5589.0
817,TX,8/11/2014,CPS Energy,5.0,78260,residential,Longhorn Solar,3.824,19120.0,San Antonio,CPS Energy,,,,7445.803223000001,5.396438599,7001.09,720.4253434,,6938.0
818,TX,2/13/2015,CPS Energy,5.0,78260,residential,Longhorn Solar,3.2852,16426.0,San Antonio,CPS Energy,,,,7445.803223000001,5.396438599,7049.18,611.8894031000001,,6105.0
819,TX,11/2/2015,CPS Energy,5.0,78260,residential,Air Wind & Solar,3.18182,15909.1,San Antonio,CPS Energy,Poly,multiple matches,,7445.803223000001,5.396438599,7061.6,592.6342202999999,,7297.0
820,TX,11/11/2013,CPS Energy,5.1,78260,residential,IES Residential,4.19932549,21416.56,San Antonio,CPS Energy,,,,7594.719287000001,5.396438599,8866.56,806.0421602000001,,7016.0
821,TX,7/12/2012,CPS Energy,5.17,78260,residential,Builtsmart Solar,5.05,26108.5,San Antonio,CPS Energy,Poly,Poly 235,,7698.960531999999,5.396438599,11214.72,982.6298778999999,,5838.0
822,TX,7/23/2010,CPS Energy,5.25,78260,residential,Standard Renewable Energy Lp,5.245142857,27537.0,San Antonio,CPS Energy,Mono,multiple matches,,7818.093384000001,5.396438599,13537.13,1008.073727,,7130.0
823,TX,12/14/2012,CPS Energy,5.35,78260,residential,IES Residential,3.83177757,20500.01,San Antonio,CPS Energy,Mono,STP255S-20/Wdb,,7967.009448000001,5.396438599,9382.46,771.5465203,,7379.0
824,TX,12/2/2011,CPS Energy,9.2,78260,residential,Advanced Solar & Electric,5.55,51060.0,San Antonio,CPS Energy,Poly,JKM230P-60,,13700.277930000002,5.396438599,19677.32,1921.7144440000002,,15908.0
825,TX,12/20/2010,CPS Energy,5.28,78260,residential,Solar Integrated Technologies,5.418263258,28608.43,San Antonio,CPS Energy,Poly,MPE 230 PS 09,,7862.7682030000005,5.396438599,14304.22,1047.296606,,7219.0
826,TX,9/1/2011,CPS Energy,5.52,78260,residential,Novastar Energy,4.829269928,26657.57,San Antonio,CPS Energy,Poly,CS6P-230P,,8220.166758,5.396438599,13328.79,1003.2948949999999,,7573.0
827,TX,4/15/2015,CPS Energy,5.6,78260,residential,Builtsmart Solar,3.7491071430000003,20995.0,San Antonio,CPS Energy,,,,8339.299609,5.396438599,7753.97,782.0904674,,7731.0
828,TX,11/26/2013,CPS Energy,5.61,78260,residential,IES Residential,3.377582888,18948.24,San Antonio,CPS Energy,Mono,multiple matches,,8354.191216,5.396438599,7900.96,713.1434881,,7697.0
829,TX,11/1/2011,CPS Energy,5.98,78260,residential,Advanced Solar & Electric,3.157812709,18883.72,San Antonio,CPS Energy,Poly,JKM230P-60,,8905.180654,5.396438599,12883.72,710.7151877,,8261.0
830,TX,9/8/2011,CPS Energy,5.98,78260,residential,Advanced Solar & Electric,5.159698997,30855.0,San Antonio,CPS Energy,Poly,JKM230P-60,,8905.180654,5.396438599,12883.72,1161.271038,,7025.0
831,TX,9/2/2011,CPS Energy,5.98,78260,residential,Advanced Solar & Electric,5.164715719,30885.0,San Antonio,CPS Energy,Poly,JKM230P-60,,8905.180654,5.396438599,12883.72,1162.4001289999999,,7025.0
832,TX,10/11/2012,CPS Energy,5.89,78260,residential,Cam Solar,4.7318149410000006,27870.39,San Antonio,CPS Energy,Mono,SPR-327NE-WHT-D,,8771.156196,5.396438599,10362.13,1048.9410699999999,,7677.0
833,TX,12/21/2013,CPS Energy,6.0,78260,residential,Advanced Solar & Electric,3.49,20940.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,8934.963867,5.396438599,10452.88,788.1061587,,8177.0
834,TX,11/12/2013,CPS Energy,6.0,78260,residential,Advanced Solar & Electric,3.39,20340.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,8934.963867,5.396438599,10170.0,765.5243203,,7392.0
835,TX,11/20/2013,CPS Energy,6.0,78260,residential,Advanced Solar & Electric,3.49,20940.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,8934.963867,5.396438599,10452.88,788.1061587,,7923.0
836,TX,11/5/2013,CPS Energy,6.0,78260,residential,Advanced Solar & Electric,3.49,20940.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,8934.963867,5.396438599,10452.88,788.1061587,,7784.0
837,TX,12/4/2014,CPS Energy,6.0,78260,residential,Advanced Solar & Electric,3.44,20640.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,8934.963867,5.396438599,8362.3,777.697651,,7209.0
838,TX,12/16/2013,CPS Energy,6.0,78260,residential,Advanced Solar & Electric,3.44,20640.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,8934.963867,5.396438599,8362.3,776.8152395,,7848.0
839,TX,12/16/2013,CPS Energy,6.0,78260,residential,Advanced Solar & Electric,3.44,20640.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,8934.963867,5.396438599,8362.3,776.8152395,,7801.0
840,TX,4/15/2015,CPS Energy,6.0,78260,residential,Advanced Solar & Electric,3.44,20640.0,San Antonio,CPS Energy,Poly,ET-P660250WB,,8934.963867,5.396438599,8370.95,768.8662656,,7733.0
841,TX,11/21/2014,CPS Energy,5.98,78260,residential,Longhorn Solar,3.35451505,20060.0,San Antonio,CPS Energy,,,,8905.180654,5.396438599,8384.99,755.8437441000001,,8180.0
842,TX,8/19/2015,CPS Energy,6.0,78260,residential,Advanced Solar & Electric,3.46,20760.0,San Antonio,CPS Energy,Poly,ET-P672300WBG,,8934.963867,5.396438599,8413.89,773.3364182999999,,8247.0
843,TX,5/31/2012,CPS Energy,6.11,78260,residential,Advanced Solar & Electric,4.046685761,24725.25,San Antonio,CPS Energy,Mono,Powertec Plus 185/5 MH,,9098.771537999999,5.396438599,13159.95,930.5693313999999,,8163.0
844,TX,8/5/2014,CPS Energy,6.0,78260,residential,Longhorn Solar,3.7446666669999997,22468.0,San Antonio,CPS Energy,,,,8934.963867,5.396438599,8445.06,846.5751367,,5847.0
845,TX,3/21/2012,CPS Energy,6.11,78260,residential,Builtsmart Solar,5.1,31161.0,San Antonio,CPS Energy,Poly,Poly 235,,9098.771537999999,5.396438599,13253.76,1172.787775,,8433.0
